id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
652580,"Light, peaceful & high ceilings",3242426,Kadir,,Beyoglu,41.03116,28.98094,Entire home/apt,667,2,15,2020-11-30,0.50,12,335,2,
652610,"White, bright and airy!",3242426,Kadir,,Beyoglu,41.03207,28.98067,Entire home/apt,557,2,5,2015-12-04,0.16,12,0,1,
652635,Penthouse with panoramic views,3242426,Kadir,,Beyoglu,41.03234,28.98048,Entire home/apt,1555,2,12,2015-08-18,0.15,12,59,0,
657009,Campervan in Istanbul. Where do you want to sleep?,3072139,Hasan,,Fatih,41.00661,28.98383,Entire home/apt,1030,2,1,2018-10-22,0.03,1,0,0,
659314,Historic Old City Studio Apt Balat1,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,299,2,185,2019-07-13,2.12,7,352,10,
659354,Historic Old City Duplex Apt Balat3,2361238,Carolina,,Fatih,41.02952,28.94716,Entire home/apt,420,2,181,2021-07-27,1.86,7,357,11,
661206,In the center with a good price,3338221,Bahar,,Fatih,41.01966,28.92449,Private room,192,1,33,2013-05-29,0.30,2,365,0,
661874,Sea View Flat with Terace in Cihangir (Adult Only),3341629,MySuite,,Beyoglu,41.03055,28.98099,Entire home/apt,1503,1,6,2019-04-13,0.20,3,64,1,
661923,PRIVATE TERRACE OFFERS 360 VIEWS,3341629,MySuite,,Beyoglu,41.02756,28.98028,Entire home/apt,1034,1,3,2021-10-17,0.03,3,351,1,
663291,Historic Old City Studio Apt Balat2,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,417,2,187,2021-08-19,2.15,7,353,10,
663327,Historic Old City MiniDuplex Balat4,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,278,2,211,2019-12-25,2.36,7,343,7,
668803,Chic Quatier Botanical Heaven,3385653,Berna,,Sisli,41.05093,29.00181,Entire home/apt,1225,3,0,,,1,365,0,
670454,"Cozy Room with Terrace, City View!",2541656,Başak,,Besiktas,41.05167,29.00572,Private room,211,120,25,2019-08-30,0.29,11,96,2,
680374,Fancy 2 Bdrm Macka Apt (near Besiktas and Taksim),2086289,Banu,,Besiktas,41.04298,28.99915,Entire home/apt,842,2,79,2019-12-29,0.77,1,333,4,
683885,Ender Guzey Museum ARThill Bodrum,3486968,Ender,,Sariyer,41.22204,29.02467,Private room,809,180,0,,,1,365,0,
684354,Modern and Clean Residence in Perfect Location,3489405,Omer Faruk,,Bahcelievler,41.00468,28.81231,Entire home/apt,724,4,45,2019-01-16,0.96,2,303,0,
688345,Cozy apt in the heart of Cihangir,3514111,Emre,,Beyoglu,41.03211,28.98401,Private room,603,5,1,2013-05-09,0.01,1,365,0,
691434,1 bedroom apartment in the center of Old Istanbul,2552453,Ozkan,,Fatih,41.02849,28.94835,Entire home/apt,527,14,35,2021-04-09,0.79,5,297,6,
691572,Studio flat in Istanbul very good price,2552453,Ozkan,,Fatih,41.0304,28.94722,Entire home/apt,461,14,37,2020-11-14,0.55,5,273,3,
691637,Luxury in space & full privacy,3072862,Levent,,Fatih,41.00394,28.97978,Entire home/apt,2673,1,3,2016-05-24,0.04,2,243,0,
694026,Comfy Central Room in A Safe Area,3550985,Ahmet,,Sisli,41.05529,28.97863,Private room,145,3,36,2017-04-21,0.48,1,353,0,
694664,EDEN | 1Bed with Garden in CIHANGIR,852380,Ilker,,Beyoglu,41.03045,28.98389,Entire home/apt,562,3,30,2017-08-04,0.33,4,351,5,
701899,"Artist's Studio, Central & Near Taksim",3195183,Efe & Memet,,Sisli,41.0497,28.98836,Entire home/apt,318,2,210,2021-08-06,2.15,4,325,22,
703593,Perfect Located HOUSE Cihangir BEYOGLU,2769925,Pelin,,Beyoglu,41.03099,28.98272,Entire home/apt,454,2,371,2021-09-10,3.77,5,62,39,
705394,"Catch Spell of  Beyoglu, PERA, Taxim,taksim",3314654,Baris,,Beyoglu,41.02976,28.97419,Entire home/apt,859,2,41,2021-08-26,1.10,2,356,11,
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,3646896,Şafak,,Sisli,41.07533,28.99873,Entire home/apt,1150,1,0,,,1,365,0,
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",3649401,Fikret,,Besiktas,41.04284,29.00399,Private room,390,1,0,,,1,362,0,
710475,"house surrounded by greenery,beykoz",3657032,Canan,,Beykoz,41.13963,29.13012,Entire home/apt,528,1,3,2015-08-23,0.03,1,365,0,
710749,Tabiatla iç içe! Ulaşım çok kolay!,3658014,Necdet,,Cekmekoy,41.03261,29.17809,Private room,668,1,0,,,1,365,0,
713217,The Jewel of the Bosphorus,3670838,Cedric,,Uskudar,41.0428,29.04829,Private room,1342,1,1,2013-04-11,0.01,1,365,0,
714419,Attic for 2adults+2kids in villa,3679414,Bilge Han,,Sariyer,41.23412,29.00687,Private room,958,6,0,,,1,365,0,
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",1411951,Nedret,,Sisli,41.07315,28.99933,Entire home/apt,891,6,0,,,1,365,0,
718628,Şık aydınlık site içinde daire,3706697,Suna,,Sancaktepe,41.00618,29.20436,Entire home/apt,680,10,1,2021-08-29,0.48,2,365,1,
718917,Fancy Flat near Taksim Square (7),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,386,1,327,2021-03-28,3.72,12,354,13,
723680,1001 nights in Istanbul,3739117,Nora,,Beyoglu,41.02951,28.98356,Entire home/apt,1114,3,4,2018-10-07,0.04,1,365,0,
724307,Private Room in Residential Area,3744228,Seckin,,Besiktas,41.07433,29.02457,Private room,334,1,0,,,1,365,0,
724513,Villa Bosphorus Konak,1542021,İlhan,,Beykoz,41.17503,29.08932,Entire home/apt,1809,2,3,2013-12-01,0.03,7,202,0,
728570,Nice pvt room near Sabiha airport,3780095,Fi̇li̇z,,Tuzla,40.81867,29.30315,Private room,390,1,0,,,1,365,0,
728601,Adorable private bedroom & bathroom,350982,Sibel,,Besiktas,41.05984,29.01945,Private room,724,3,1,2015-08-31,0.01,1,365,0,
729616,Small room in the city center,3338221,Bahar,,Fatih,41.01691,28.92926,Private room,144,2,13,2014-04-08,0.12,2,365,0,
730613,Single room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97417,29.06564,Private room,223,5,11,2015-05-20,0.12,3,363,0,
739517,Historical Spacious Room in Taksim!,3733806,Süreyya,,Beyoglu,41.03219,28.98017,Private room,334,2,63,2018-09-11,0.72,1,363,0,
740158,"Marvelous sea view, 80m2 penthouse",3815061,Bahri&Nihal,,Uskudar,41.01446,29.01539,Entire home/apt,501,3,79,2021-10-24,1.04,3,355,11,
741440,Orange Studio Private&Great Terrace,466302,Demir,,Sisli,41.05107,28.98732,Entire home/apt,267,2,38,2016-08-05,0.40,12,294,2,
741489,Taksimde eğlence ve tarihin içinde,3851071,Ali,,Beyoglu,41.03065,28.98385,Entire home/apt,1114,3,0,,,1,365,0,
743975,Magnificent Rooms For Your Comfort,3898634,Bilal,,Uskudar,41.01854,29.014,Private room,668,1,1,2015-03-05,0.01,1,365,0,
744102,Furnished 3BR Apt near Taksim SQ,3899554,Demet,,Sisli,41.0465,28.99457,Entire home/apt,200,180,0,,,1,365,0,
744242,#Old City#Authentic Duplex #Terrace,4334558,Ibrahim,,Fatih,41.01094,28.95067,Entire home/apt,374,2,128,2020-03-09,1.31,1,288,0,
746868,Renewed basement studio with garden,2248444,Pinar,,Beyoglu,41.03806,28.97581,Entire home/apt,192,2,37,2021-09-05,0.52,4,272,4,
746925,TAKSIM CENTER - Comfy Room / House,3000696,Onur,,Beyoglu,41.0403,28.98235,Private room,167,2,1,2013-06-20,0.01,1,0,0,
750291,Cozy Room OLIVE   @Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03488,28.97242,Private room,212,2,9,2020-01-02,0.29,7,90,0,
750300,Cosy flat at the heart of İstanbul,3944343,Ayla,,Beyoglu,41.03514,28.97667,Entire home/apt,421,4,114,2021-08-06,1.26,11,341,6,
757385,One bedroom apartment in Istanbul,3988379,Omer,,Kagithane,41.07491,28.97583,Entire home/apt,882,1,0,,,1,365,0,
757694,Room for Rent in Istanbul Airport,3845067,Ömür,,Bahcelievler,41.00406,28.82735,Private room,445,1,0,,,1,365,0,
757758,"room,close to saw airport best spot",3991481,Emrah,,Pendik,40.92538,29.29089,Private room,400,1,33,2015-08-12,0.34,3,365,0,
757779,room close to sabiha gokcen airport,3991481,Emrah,,Pendik,40.92544,29.29017,Private room,400,1,51,2018-05-15,0.49,3,364,0,
764673,1+1 Modern House at the Bosphorus!!,3878300,Gonca,,Besiktas,41.04676,29.01426,Entire home/apt,422,3,8,2017-02-18,0.08,1,0,0,
767323,Comfortable rooms in Beylikdüzü,3043974,Hakan,,Beylikduzu,41.00387,28.6499,Private room,557,1,3,2013-02-01,0.03,1,365,0,
768439,In the heart of Cihangir!,2017892,Dogan,,Beyoglu,41.03016,28.98247,Entire home/apt,556,365,6,2013-07-29,0.06,1,365,0,
768724,Room in Touristic Spot of Istanbul,4055099,Hediye,,Beyoglu,41.03388,28.98859,Private room,167,5,18,2021-10-18,0.49,2,361,6,
769270,Rental Room in Istanbul Good Choice,4057328,Fırat,,Basaksehir,41.08559,28.66085,Private room,383,1,0,,,2,364,0,
770225,2 min Accross Metro 20min to Taksim,4063457,Erhan,,Sisli,41.10122,29.00202,Private room,230,1,3,2012-12-31,0.03,1,365,0,
776764,Incomparable view/Spacious Kadıköy,1148150,Handan,,Kadikoy,40.98819,29.02951,Private room,323,2,10,2018-08-31,0.12,4,349,0,
778627,Central @ ISTANBUL close to History,4057328,Fırat,,Fatih,41.01536,28.94716,Entire home/apt,780,1,0,,,2,365,0,
781959,SPACE IN HISTORICAL BOSPHORUS HOUSE,3304529,Erkmen,,Besiktas,41.07012,29.04122,Private room,835,7,0,,,1,365,0,
782389,Studio fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05158,28.99034,Hotel room,1048,1,5,2021-07-14,0.20,4,363,2,
783488,Stylish Suite Room with kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03161,28.97469,Hotel room,612,1,54,2018-05-09,0.88,6,362,0,
784620,Studio in Galata area near Tram St.,4137180,Ahmet,,Beyoglu,41.02873,28.97717,Entire home/apt,241,4,146,2020-09-06,1.65,2,65,9,
784758,Twin Suit fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05183,28.99042,Hotel room,1048,1,0,,,4,357,0,
785113,Old Istanbul  view/ quiet  terrace,1148150,Handan,,Kadikoy,40.98492,29.02851,Private room,212,1,32,2018-04-23,0.37,4,280,0,
785494,"Urban Blue Residence - 2BR - 1,5 BA - Galata",2618254,Dodo,,Beyoglu,41.02649,28.97439,Entire home/apt,1257,4,178,2021-08-12,1.94,3,93,5,
788715,Безупречночисто CasaLoBueno#2 Comfort Galata Tower,2054075,Doret & Izel,,Beyoglu,41.02471,28.97444,Entire home/apt,814,4,85,2021-09-27,0.83,4,343,7,
788822,in the heart of Istanbul,1803233,Maria,,Beyoglu,41.03895,28.97693,Entire home/apt,200,60,1,2015-11-25,0.01,1,303,0,
791056,SPECIAL OFFER Spacious Ottoman style Apartment at the heart of everything.,4167573,David,,Beyoglu,41.03384,28.97912,Entire home/apt,645,2,63,2021-08-21,0.61,1,340,11,
791977,Ground Floor 2+1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03913,28.98114,Private room,780,2,0,,,13,359,0,
793299,Your home in Central Istanbul,4179813,Ahmet,,Sisli,41.04408,28.97746,Private room,334,1,0,,,1,365,0,
796583,"Cozy Home & Office, Istanbul",4196378,Kerem,,Besiktas,41.0805,29.04301,Entire home/apt,1949,1,0,,,1,364,0,
803139,Comfortable apartment in Taksim,4226994,Marika,,Sisli,41.04387,28.9859,Entire home/apt,958,1,0,,,1,365,0,
803613,Deluxe Suite with Bosphorus View,4229442,Hasan,,Beyoglu,41.03202,28.98465,Entire home/apt,1333,1,0,,,3,365,0,
804340,"Apartment w. garden in Macka, Besiktas, Tesvikiye",4220690,Ayse & Ned,,Besiktas,41.04436,28.99841,Entire home/apt,501,7,12,2019-08-12,0.35,1,0,0,
812948,2 kedili daire..  :),1573951,Emre,,Maltepe,40.94984,29.1589,Private room,438,1,0,,,1,365,0,
813948,Stylish & Cozy Apartment,4277163,Jonas,,Beyoglu,41.02842,28.97794,Entire home/apt,944,3,43,2018-07-15,0.48,1,0,0,
814155,"Modern , Stylish , 2 min to tram/funicular",1542021,İlhan,,Beyoglu,41.03373,28.99154,Entire home/apt,1267,2,15,2019-04-11,0.39,7,0,0,
814340,A nice stay in old İstanbul (Balat),4279051,Ahu,,Fatih,41.03426,28.94371,Private room,479,1,1,2017-05-18,0.02,1,364,0,
815172,Feel like in your own home in ŞİŞLİ,4282661,Metin,,Sisli,41.06243,28.98461,Private room,175,1,0,,,1,365,0,
820752,Alaaddin Apart Beyoglu,4310495,Alaaddin,,Beyoglu,41.03472,28.98079,Entire home/apt,389,6,15,2015-07-22,0.14,2,301,1,
821841,Old Istanbul view/ bedroom for 3,1148150,Handan,,Kadikoy,40.98777,29.02789,Private room,383,1,19,2013-08-26,0.18,4,363,0,
823470,Cozy & Pretty Room in Taksim Square,4312116,Emin,,Beyoglu,41.03494,28.97999,Private room,505,1,0,,,1,365,0,
827174,Luxury Studio in Beyoglu,4339636,Neva,,Beyoglu,41.03162,28.97934,Hotel room,602,1,3,2020-11-30,0.07,15,360,1,
827176,Stylish Studio with Private Patio,4339636,Neva,,Beyoglu,41.03162,28.9794,Entire home/apt,549,1,74,2021-10-13,1.85,15,320,13,
827177,Design Terrace Suit w 24/7 Security,4339636,Neva,,Beyoglu,41.03156,28.97933,Hotel room,548,1,33,2019-08-04,0.57,15,350,3,
827178,Stylish Roof Suit in Beyoğlu,4339636,Neva,,Beyoglu,41.03158,28.97933,Entire home/apt,549,1,83,2021-08-28,1.69,15,353,13,
827440,Nice Studio in the City Center,4339119,فارس,,Sisli,41.06061,28.98604,Private room,1438,3,0,,,1,365,0,
829628,Central & peaceful home @ Bostanci,4347509,Arzu,,Maltepe,40.9558,29.10595,Entire home/apt,501,30,0,,,1,46,0,
830096,Stunning Double Room in Besiktas!,2541656,Başak,,Besiktas,41.05136,29.00635,Private room,223,120,33,2014-07-22,0.39,11,279,5,
835835,modern new building in asian site,4360606,Kerem,,Atasehir,41.00107,29.10075,Entire home/apt,319,3,50,2020-12-05,0.51,1,291,4,
836523,Exclusive and elite location (1 +1),2464199,Fahrettin,,Beyoglu,41.03145,28.98204,Entire home/apt,1587,1,1,2013-04-02,0.01,5,358,0,
841120,"live like a hip local, w/alcove",4392731,Emrah,,Beyoglu,41.02587,28.97594,Entire home/apt,722,6,38,2021-07-04,0.96,8,354,7,
843343,Apartment in the hearth of Beyoglu,4310495,Alaaddin,,Beyoglu,41.03595,28.97823,Entire home/apt,444,6,17,2019-05-31,0.46,2,301,0,
846376,"live like a hip local, w/balcony",4392731,Emrah,,Beyoglu,41.02735,28.97472,Entire home/apt,754,6,23,2021-07-21,0.59,8,271,2,
846394,"live like a hip local, 1st floor",4392731,Emrah,,Beyoglu,41.02599,28.9762,Entire home/apt,676,6,36,2021-10-13,0.98,8,350,4,
846430,"live like a hip local, penthouse",4392731,Emrah,,Beyoglu,41.02647,28.97487,Entire home/apt,1111,4,2,2013-04-06,0.02,8,270,0,
847765,Sweet Flat in Cihangir Cukurcuma,2769925,Pelin,,Beyoglu,41.03251,28.98255,Entire home/apt,367,2,376,2021-02-20,4.03,5,77,30,
848861,Fancy Double Room with Kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03181,28.97622,Hotel room,500,1,38,2019-02-24,0.65,6,361,0,
849225,Double Room with Kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03,28.97588,Hotel room,389,1,1,2017-07-19,0.02,6,361,0,
849707,Apartment in the Heart of the City6,792658,ISlK,,Beyoglu,41.03906,28.98266,Entire home/apt,356,3,61,2021-08-28,0.91,9,358,2,
853021,Apartment in the Heart of the City4,792658,ISlK,,Beyoglu,41.03856,28.983,Entire home/apt,278,3,113,2019-04-17,1.33,9,346,5,
853077,Apartment in the Heart of the City5,792658,ISlK,,Beyoglu,41.03914,28.98302,Entire home/apt,344,2,76,2019-05-01,0.95,9,330,4,
853129,Studio in the Heart of the City 2,792658,ISlK,,Beyoglu,41.03907,28.9827,Entire home/apt,371,3,226,2020-09-10,2.14,9,360,22,
853852,ModernKing Suite Studio Near Taksim,730566,Murat,,Beyoglu,41.0363,28.98305,Private room,611,1,0,,,3,365,0,
853928,"COMFORTABLE, CHIC, MODERN",4452858,Derya,,Kagithane,41.09796,28.96931,Private room,334,1,0,,,1,365,0,
854850,X Flats Tophane Deluxe 2+1 City View Flat,1585558,Xflats,,Beyoglu,41.0281,28.98061,Entire home/apt,1555,1,12,2019-11-28,0.19,30,346,2,
855862,LOVELY ROOM -Central Kadıkoy-Moda,4473413,Yaşam,,Kadikoy,40.98275,29.02238,Private room,200,2,3,2014-03-01,0.03,1,364,0,
856979,"Lovely, bright, historical: Galata",4481370,Tan,,Beyoglu,41.02722,28.97318,Private room,389,3,37,2015-12-02,0.43,1,0,0,
858037,"Uptwins Deluxe Residence, 1+1",4489105,Osman,,Kartal,40.90959,29.21125,Entire home/apt,1739,1,0,,,1,365,0,
861148,Cihangir antique palace - Beyoğlu,4511780,Tolga,,Beyoglu,41.03076,28.98148,Entire home/apt,281,2,81,2021-07-05,0.78,1,329,22,
865649,Room in Kadikoy,2924046,Ezgi,,Kadikoy,40.98494,29.03264,Private room,1114,1,0,,,2,83,0,
868130,Double Room with Garden in No11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03148,28.97571,Hotel room,489,1,90,2021-03-22,1.13,6,361,3,
868318,Area Apartments *Mis* Taksim,4573286,Sayat,,Beyoglu,41.03507,28.98278,Entire home/apt,1111,1,0,,,1,365,0,
868993,Private room central to Everywhere,4578161,Koray,,Kadikoy,40.99313,29.03461,Private room,61,2,2,2018-03-28,0.03,1,128,0,
869999,Cozy Flat with TAKSIM Square View,2328616,Arzu,,Beyoglu,41.03841,28.98338,Entire home/apt,778,1,4,2015-05-06,0.04,1,365,0,
871348,Spacious Balcony Duplex Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,1097,30,84,2019-10-18,0.84,4,365,0,
871781,Sea view Family Suite Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,667,30,114,2019-12-23,1.08,4,365,2,
871792,Super Luxury Farmhouse in Silivri,4373001,Serkan,,Silivri,41.21394,28.08979,Entire home/apt,2643,2,1,2015-08-03,0.01,1,364,0,
874508,Seaview Penthouse Suite Sultanahmet,4593728,Gulnur,,Fatih,41.00637,28.9704,Entire home/apt,565,30,75,2019-11-22,0.86,4,365,0,
874746,Spacious Garden Duplex Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,1749,90,150,2019-10-12,1.45,4,365,0,
874931,"Sultanahmet - Istanbul, Tugra Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,310,1,228,2021-05-01,2.29,13,355,34,
874935,"Sultanahmet - Istanbul, Cumba Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,294,1,175,2021-03-12,1.84,13,358,15,
875054,"Sultanahmet-Istanbul, Sarnic Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,307,1,119,2019-09-11,1.58,13,352,20,
877785,Nice Flat at heart of İstiklal,4638427,Fevzi,,Beyoglu,41.03347,28.98069,Entire home/apt,1222,1,0,,,1,365,0,
879400,Family Suite for 4 fully serviced in Nişantaşı,4126563,Burak,,Sisli,41.05015,28.98833,Hotel room,1776,1,1,2019-12-25,0.04,4,345,0,
883171,Deluxe 2 Br Apt Close 2 Blue Mosque,2999837,Saban,,Fatih,41.00249,28.97555,Entire home/apt,780,1,107,2021-09-24,1.31,13,344,2,
884106,"Central, Easy Access in Sultanahmet",2999837,Saban,,Fatih,41.00673,28.97048,Entire home/apt,581,1,146,2021-07-20,1.93,13,0,22,
891043,"1+1,Live in an historic three Civilizations Life!",4733924,Cesim,,Fatih,41.0047,28.97108,Entire home/apt,390,3,18,2021-09-05,0.48,7,353,7,
891181,Beautiful Double Room in Besiktas,2541656,Başak,,Besiktas,41.05167,29.00572,Private room,223,120,30,2014-05-11,0.33,11,282,1,
896029,Superior Suite @CIHANGIR,4229442,Hasan,,Beyoglu,41.03131,28.98648,Entire home/apt,778,1,3,2019-08-24,0.06,3,365,0,
903061,Cozy Flat with Sea View,4827459,Güven,,Beyoglu,41.02915,28.9813,Entire home/apt,612,2,8,2020-12-28,0.08,8,357,1,
906234,Old Neighboor of Istanbul rent room,4850445,Orkun,,Fatih,41.00044,28.932,Private room,278,1,0,,,1,365,0,
906294,"Great place in Buyukada, Istanbul!",4850823,Feyza,,Adalar,40.87313,29.12668,Entire home/apt,1591,60,8,2019-08-25,0.09,1,122,0,
908653,Bright clean near Istiklal Street ! (5),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,394,1,254,2021-03-29,2.92,12,357,12,
909246,big room in nice/central apartment,4844548,Ayshin,,Sisli,41.04768,28.98705,Private room,557,1,0,,,1,90,0,
909875,Charming Apartment in Golden Horn,4489405,Ali,,Fatih,41.03277,28.94647,Private room,612,1,0,,,1,365,0,
914899,Wanted:nice company :) Moda-Kadikoy,4496368,Betul,,Kadikoy,40.98462,29.02622,Private room,182,3,32,2021-08-12,0.40,2,0,3,
922210,Studio Flat at Istanbul,4958797,Seher,,Kadikoy,40.98351,29.02352,Private room,390,8,1,2018-04-29,0.02,1,363,0,
925717,"Cozy flat, City Centre,Taksim Area",4980245,Nelly,,Beyoglu,41.03603,28.97655,Entire home/apt,390,2,8,2019-12-07,0.09,8,121,0,
929076,Penthouse in Beyoglu enjoy Bosphorus,2461445,Yiğit,,Beyoglu,41.03372,28.9873,Private room,952,1,7,2016-04-02,0.10,1,90,0,
932260,Amazing apartment in the center,5023383,Han,,Beyoglu,41.03553,28.98484,Entire home/apt,696,3,61,2021-06-10,0.70,2,358,4,
933576,5 min to Taksim - central & clean,5033953,Volkan,,Beyoglu,41.03662,28.98204,Private room,738,1,0,,,2,364,0,
933819,5 min to Taksim - central & clean 2,5033953,Volkan,,Beyoglu,41.03754,28.98247,Entire home/apt,1055,1,1,2013-04-24,0.01,2,365,0,
936814,COSY&SUNNY ROOM NEAR HOTELS LAND!!,896399,Elif,,Besiktas,41.06015,29.00296,Private room,350,3,1,2013-10-02,0.01,1,365,0,
937206,Studio Apartment in Beyoglu/TAKSIM,2781217,Fatma,,Beyoglu,41.03685,28.97702,Entire home/apt,233,1,41,2021-10-18,0.45,7,331,1,
938817,Furnished Apartment in TAKSIM,4674027,Sevim,,Beyoglu,41.03949,28.98422,Private room,556,1,0,,,1,365,0,
940801,Small Studio1@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03951,28.98176,Hotel room,331,2,48,2021-04-04,0.53,13,362,1,
940804,Small Studio@Taksim Square,4172454,Safa,,Beyoglu,41.03868,28.98284,Entire home/apt,308,2,44,2019-05-04,1.43,13,361,4,
940808,Small Studio3@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98184,Hotel room,286,2,115,2019-11-29,1.68,13,362,1,
940809,Small Studio4@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03891,28.98295,Hotel room,286,2,53,2020-01-20,1.48,13,362,0,
940812,Big Studio1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98186,Entire home/apt,319,2,86,2021-01-23,0.95,13,330,17,
940814,Big Studio2 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98187,Hotel room,346,2,108,2021-06-04,1.56,13,356,8,
940818,Big Studio3 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03896,28.98292,Hotel room,375,2,68,2019-09-30,1.98,13,362,6,
940821,1+1 Suit 1 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98186,Hotel room,437,2,41,2019-10-25,1.19,13,359,4,
940824,1+1 Suit 2 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98185,Hotel room,435,2,70,2021-07-08,1.98,13,359,9,
940826,1+1 Suit 3 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98184,Hotel room,408,2,68,2021-09-01,0.99,13,333,15,
940833,2+1 Suit @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03962,28.98184,Entire home/apt,762,2,46,2020-12-11,1.20,13,233,2,
942070,Apartment located in Besiktas,5093813,Gül,,Besiktas,41.04705,29.00739,Entire home/apt,605,30,3,2014-01-03,0.03,1,302,0,
